protocol_version,split_id,subject_id,budget_nights,night_id,night_ordinal,device_id,session_id,sensor_phase,channel_quality_phase,partition,primary_test,start_timestamp,end_timestamp,n_rows
v1.0,v1.0_personalization,User01,0,2025-11-10,12,unknown,User01|unknown|S0012,s1,normal,test,0,2025-11-10 18:09:08,2025-11-11 06:27:26,14660
v1.0,v1.0_personalization,User01,0,2025-11-11,13,unknown,User01|unknown|S0013,s1,normal,test,0,2025-11-11 17:39:02,2025-11-12 06:21:39,15160
v1.0,v1.0_personalization,User01,0,2025-11-12,14,unknown,User01|unknown|S0014,s1,normal,test,0,2025-11-12 19:13:49,2025-11-12 23:34:03,5365
v1.0,v1.0_personalization,User01,0,2025-11-12,14,unknown,User01|unknown|S0015,s1,normal,test,0,2025-11-13 02:28:30,2025-11-13 06:54:02,5344
v1.0,v1.0_personalization,User01,0,2025-11-13,15,unknown,User01|unknown|S0016,s1,normal,test,0,2025-11-13 18:25:16,2025-11-14 06:48:46,14344
v1.0,v1.0_personalization,User01,0,2025-11-14,16,unknown,User01|unknown|S0017,s1,normal,test,1,2025-11-14 17:39:24,2025-11-15 07:04:28,14757
v1.0,v1.0_personalization,User01,0,2025-11-15,17,unknown,User01|unknown|S0018,s1,normal,test,1,2025-11-15 18:10:00,2025-11-16 06:56:48,14786
v1.0,v1.0_personalization,User01,0,2025-11-16,18,unknown,User01|unknown|S0019,s1,normal,test,1,2025-11-16 18:08:52,2025-11-17 06:51:02,15083
v1.0,v1.0_personalization,User01,0,2025-11-17,19,unknown,User01|unknown|S0020,s1,normal,test,1,2025-11-17 18:46:27,2025-11-18 06:32:37,14418
v1.0,v1.0_personalization,User01,0,2025-11-18,20,unknown,User01|unknown|S0021,s1,normal,test,1,2025-11-18 18:56:48,2025-11-19 06:27:22,13734
v1.0,v1.0_personalization,User01,0,2025-11-19,21,unknown,User01|unknown|S0022,s1,normal,test,1,2025-11-19 17:42:42,2025-11-20 06:53:51,16186
v1.0,v1.0_personalization,User01,0,2025-11-20,22,unknown,User01|unknown|S0023,s1,normal,test,1,2025-11-20 18:42:14,2025-11-21 06:27:56,14386
v1.0,v1.0_personalization,User01,0,2025-11-21,23,unknown,User01|unknown|S0024,s1,normal,test,1,2025-11-21 18:39:14,2025-11-22 07:06:53,7540
v1.0,v1.0_personalization,User01,0,2025-11-22,24,unknown,User01|unknown|S0025,s1,normal,test,1,2025-11-22 19:09:36,2025-11-23 08:36:29,8196
v1.0,v1.0_personalization,User01,0,2025-11-23,25,unknown,User01|unknown|S0026,s1,normal,test,1,2025-11-23 18:56:54,2025-11-24 06:26:41,7088
v1.0,v1.0_personalization,User01,0,2025-11-24,26,unknown,User01|unknown|S0027,s1,normal,test,1,2025-11-24 20:29:38,2025-11-25 06:42:45,7014
v1.0,v1.0_personalization,User01,0,2025-11-25,27,unknown,User01|unknown|S0028,s1,normal,test,1,2025-11-25 18:02:47,2025-11-26 06:39:52,7807
v1.0,v1.0_personalization,User01,0,2025-11-26,28,unknown,User01|unknown|S0029,s1,normal,test,1,2025-11-26 17:00:46,2025-11-27 06:30:06,9701
v1.0,v1.0_personalization,User01,0,2025-11-27,29,unknown,User01|unknown|S0030,s1,normal,test,1,2025-11-27 19:36:27,2025-11-28 06:55:40,11430
v1.0,v1.0_personalization,User01,0,2025-11-28,30,unknown,User01|unknown|S0031,s1,normal,test,1,2025-11-28 18:17:43,2025-11-29 06:25:01,14190
v1.0,v1.0_personalization,User01,0,2025-11-29,31,unknown,User01|unknown|S0032,s1,normal,test,1,2025-11-29 18:26:39,2025-11-30 07:53:16,16085
v1.0,v1.0_personalization,User01,0,2025-11-30,32,unknown,User01|unknown|S0033,s1,normal,test,1,2025-11-30 18:33:28,2025-12-01 06:19:46,13699
v1.0,v1.0_personalization,User01,0,2025-12-01,33,unknown,User01|unknown|S0034,s1,normal,test,1,2025-12-01 18:14:39,2025-12-02 06:36:17,14144
v1.0,v1.0_personalization,User01,0,2025-12-02,34,unknown,User01|unknown|S0035,s1,normal,test,1,2025-12-02 18:25:40,2025-12-03 07:14:48,14609
v1.0,v1.0_personalization,User01,0,2025-12-03,35,unknown,User01|unknown|S0036,s1,normal,test,1,2025-12-03 18:52:37,2025-12-04 06:53:17,13333
v1.0,v1.0_personalization,User01,0,2025-12-04,36,unknown,User01|unknown|S0037,s1,normal,test,1,2025-12-04 17:53:00,2025-12-05 06:46:01,14655
v1.0,v1.0_personalization,User01,0,2025-12-05,37,unknown,User01|unknown|S0038,s1,normal,test,1,2025-12-05 18:43:31,2025-12-06 07:43:47,15858
v1.0,v1.0_personalization,User01,0,2025-12-06,38,unknown,User01|unknown|S0039,s1,normal,test,1,2025-12-06 20:02:20,2025-12-07 09:14:10,16744
v1.0,v1.0_personalization,User01,0,2025-12-07,39,unknown,User01|unknown|S0040,s1,normal,test,1,2025-12-07 20:26:07,2025-12-08 07:11:58,13705
v1.0,v1.0_personalization,User01,0,2025-12-08,40,unknown,User01|unknown|S0041,s1,normal,test,1,2025-12-08 20:00:15,2025-12-09 06:07:39,12906
v1.0,v1.0_personalization,User01,0,2025-12-09,41,unknown,User01|unknown|S0042,s1,normal,test,1,2025-12-09 18:18:10,2025-12-10 06:41:02,15621
v1.0,v1.0_personalization,User01,0,2025-12-10,42,unknown,User01|unknown|S0043,s1,normal,test,1,2025-12-10 19:36:14,2025-12-11 06:53:44,14685
v1.0,v1.0_personalization,User01,0,2025-12-11,43,unknown,User01|unknown|S0044,s1,normal,test,1,2025-12-11 18:14:17,2025-12-12 06:34:28,16080
v1.0,v1.0_personalization,User01,0,2025-12-12,44,unknown,User01|unknown|S0045,s1,normal,test,1,2025-12-12 19:16:38,2025-12-13 08:10:31,16907
v1.0,v1.0_personalization,User01,0,2025-12-13,45,unknown,User01|unknown|S0046,s1,normal,test,1,2025-12-13 19:01:37,2025-12-14 08:28:42,16051
v1.0,v1.0_personalization,User01,0,2025-12-14,46,unknown,User01|unknown|S0047,s1,normal,test,1,2025-12-14 19:12:40,2025-12-15 07:34:44,14728
v1.0,v1.0_personalization,User01,0,2025-12-15,47,unknown,User01|unknown|S0048,s1,normal,test,1,2025-12-15 21:01:25,2025-12-16 08:10:59,14594
v1.0,v1.0_personalization,User01,0,2025-12-16,48,unknown,User01|unknown|S0049,s1,normal,test,1,2025-12-16 18:31:47,2025-12-17 07:22:15,16794
v1.0,v1.0_personalization,User01,0,2025-12-17,49,unknown,User01|unknown|S0050,s1,normal,test,1,2025-12-17 18:46:59,2025-12-18 06:47:28,15694
v1.0,v1.0_personalization,User01,0,2025-12-18,50,unknown,User01|unknown|S0051,s1,normal,test,1,2025-12-18 18:25:20,2025-12-19 06:55:49,16393
v1.0,v1.0_personalization,User01,0,2025-12-19,51,unknown,User01|unknown|S0052,s1,normal,test,1,2025-12-19 18:02:25,2025-12-20 09:03:09,19558
v1.0,v1.0_personalization,User01,0,2025-12-20,52,unknown,User01|unknown|S0053,s1,normal,test,1,2025-12-20 18:39:16,2025-12-21 08:09:50,16812
v1.0,v1.0_personalization,User01,0,2025-12-21,53,unknown,User01|unknown|S0054,s1,normal,test,1,2025-12-21 18:31:11,2025-12-22 06:01:42,14471
v1.0,v1.0_personalization,User01,0,2025-12-22,54,unknown,User01|unknown|S0055,s1,normal,test,1,2025-12-22 18:03:35,2025-12-23 06:34:35,15284
v1.0,v1.0_personalization,User01,0,2025-12-23,55,unknown,User01|unknown|S0056,s1,normal,test,1,2025-12-23 17:34:19,2025-12-24 06:38:07,16242
v1.0,v1.0_personalization,User01,0,2025-12-24,56,unknown,User01|unknown|S0057,s1,normal,test,1,2025-12-24 19:07:56,2025-12-25 08:08:34,15986
v1.0,v1.0_personalization,User01,0,2025-12-25,57,unknown,User01|unknown|S0058,s1,normal,test,1,2025-12-25 20:06:52,2025-12-26 07:07:51,13753
v1.0,v1.0_personalization,User01,0,2025-12-26,58,unknown,User01|unknown|S0059,s1,normal,test,1,2025-12-26 19:53:51,2025-12-27 09:34:07,13379
v1.0,v1.0_personalization,User01,0,2025-12-27,59,unknown,User01|unknown|S0060,s1,normal,test,1,2025-12-27 21:33:30,2025-12-28 08:41:11,9225
v1.0,v1.0_personalization,User01,0,2025-12-27,59,unknown,User01|unknown|S0061,s1,normal,test,1,2025-12-28 10:19:40,2025-12-28 11:59:57,1029
v1.0,v1.0_personalization,User01,0,2025-12-28,60,unknown,User01|unknown|S0061,s1,normal,test,1,2025-12-28 12:00:00,2025-12-28 13:55:29,1284
v1.0,v1.0_personalization,User01,0,2025-12-28,60,unknown,User01|unknown|S0062,s1,normal,test,1,2025-12-28 14:29:49,2025-12-28 15:29:48,1012
v1.0,v1.0_personalization,User01,0,2025-12-28,60,unknown,User01|unknown|S0063,s1,normal,test,1,2025-12-28 18:08:08,2025-12-29 05:46:55,11053
v1.0,v1.0_personalization,User01,0,2025-12-29,61,unknown,User01|unknown|S0064,s1,normal,test,1,2025-12-29 18:33:10,2025-12-30 06:11:17,9422
v1.0,v1.0_personalization,User01,0,2025-12-30,62,unknown,User01|unknown|S0065,s1,normal,test,1,2025-12-30 18:35:55,2025-12-31 05:43:42,8868
v1.0,v1.0_personalization,User01,0,2025-12-30,62,unknown,User01|unknown|S0066,s1,normal,test,1,2025-12-31 06:14:11,2025-12-31 06:44:26,324
v1.0,v1.0_personalization,User01,0,2025-12-31,63,unknown,User01|unknown|S0067,s1,normal,test,1,2025-12-31 18:00:48,2026-01-01 07:41:55,10516
v1.0,v1.0_personalization,User01,0,2026-01-01,64,unknown,User01|unknown|S0068,s1,normal,test,1,2026-01-01 17:54:37,2026-01-02 06:32:53,9625
v1.0,v1.0_personalization,User01,0,2026-01-02,65,unknown,User01|unknown|S0069,s1,normal,test,1,2026-01-02 18:20:08,2026-01-03 07:28:45,10621
v1.0,v1.0_personalization,User01,0,2026-01-03,66,unknown,User01|unknown|S0070,s1,normal,test,1,2026-01-03 17:42:25,2026-01-04 08:12:29,26103
v1.0,v1.0_personalization,User01,0,2026-01-04,67,unknown,User01|unknown|S0071,s1,normal,test,1,2026-01-04 17:46:03,2026-01-05 06:16:06,22503
v1.0,v1.0_personalization,User01,0,2026-01-05,68,unknown,User01|unknown|S0072,s1,normal,test,1,2026-01-05 18:27:41,2026-01-06 05:27:41,19803
v1.0,v1.0_personalization,User01,0,2026-01-05,68,unknown,User01|unknown|S0073,s1,normal,test,1,2026-01-06 06:17:01,2026-01-06 06:45:56,869
v1.0,v1.0_personalization,User01,0,2026-01-06,69,unknown,User01|unknown|S0074,s1,normal,test,1,2026-01-06 22:02:10,2026-01-07 06:37:58,15412
v1.0,v1.0_personalization,User01,0,2026-01-07,70,unknown,User01|unknown|S0075,s1,normal,test,1,2026-01-07 18:02:02,2026-01-08 06:13:36,14632
v1.0,v1.0_personalization,User01,0,2026-01-08,71,unknown,User01|unknown|S0076,s1,normal,test,1,2026-01-08 17:21:29,2026-01-09 06:21:36,15604
v1.0,v1.0_personalization,User01,0,2026-01-09,72,unknown,User01|unknown|S0077,s1,normal,test,1,2026-01-09 18:03:20,2026-01-10 07:03:26,15603
v1.0,v1.0_personalization,User01,0,2026-01-10,73,unknown,User01|unknown|S0078,s1,normal,test,1,2026-01-10 19:05:19,2026-01-11 07:35:23,15002
v1.0,v1.0_personalization,User01,0,2026-01-11,74,unknown,User01|unknown|S0079,s1,normal,test,1,2026-01-11 18:21:01,2026-01-12 06:21:07,14403
v1.0,v1.0_personalization,User01,0,2026-01-12,75,unknown,User01|unknown|S0080,s1,normal,test,1,2026-01-12 18:04:50,2026-01-13 06:04:56,14403
v1.0,v1.0_personalization,User01,0,2026-01-13,76,unknown,User01|unknown|S0081,s1,normal,test,1,2026-01-13 17:57:14,2026-01-14 06:27:16,15002
v1.0,v1.0_personalization,User01,0,2026-01-14,77,unknown,User01|unknown|S0082,s1,normal,test,1,2026-01-14 18:00:57,2026-01-15 06:00:57,14402
v1.0,v1.0_personalization,User01,0,2026-01-15,78,unknown,User01|unknown|S0083,s1,normal,test,1,2026-01-15 18:11:46,2026-01-16 06:11:56,14404
v1.0,v1.0_personalization,User01,0,2026-01-16,79,unknown,User01|unknown|S0084,s1,normal,test,1,2026-01-16 18:52:54,2026-01-17 07:22:59,15003
v1.0,v1.0_personalization,User01,0,2026-01-17,80,unknown,User01|unknown|S0085,s1,normal,test,1,2026-01-17 18:20:54,2026-01-18 07:51:03,16204
v1.0,v1.0_personalization,User01,0,2026-01-18,81,unknown,User01|unknown|S0086,s1,normal,test,1,2026-01-18 17:33:34,2026-01-19 06:33:37,15602
v1.0,v1.0_personalization,User01,0,2026-01-20,82,unknown,User01|unknown|S0087,s1,normal,test,1,2026-01-20 18:03:35,2026-01-21 05:33:36,13802
v1.0,v1.0_personalization,User01,0,2026-01-21,83,unknown,User01|unknown|S0088,s1,normal,test,1,2026-01-21 17:56:40,2026-01-22 05:56:41,14402
v1.0,v1.0_personalization,User01,0,2026-01-22,84,unknown,User01|unknown|S0089,s1,normal,test,1,2026-01-22 18:57:05,2026-01-23 06:27:09,13803
v1.0,v1.0_personalization,User01,0,2026-01-23,85,unknown,User01|unknown|S0090,s1,normal,test,1,2026-01-23 18:17:21,2026-01-24 06:47:24,15003
v1.0,v1.0_personalization,User01,0,2026-01-24,86,unknown,User01|unknown|S0091,s1,normal,test,1,2026-01-24 18:07:21,2026-01-25 08:07:26,16803
v1.0,v1.0_personalization,User01,0,2026-01-25,87,unknown,User01|unknown|S0092,s2,normal,test,1,2026-01-25 17:31:21,2026-01-26 06:31:24,15602
v1.0,v1.0_personalization,User01,0,2026-01-26,88,unknown,User01|unknown|S0093,s2,normal,test,1,2026-01-26 18:43:31,2026-01-27 06:43:34,14403
v1.0,v1.0_personalization,User01,0,2026-01-27,89,unknown,User01|unknown|S0094,s2,normal,test,1,2026-01-27 18:02:27,2026-01-28 06:32:27,15002
v1.0,v1.0_personalization,User01,0,2026-01-28,90,unknown,User01|unknown|S0095,s2,normal,test,1,2026-01-28 18:33:41,2026-01-29 06:33:46,14403
v1.0,v1.0_personalization,User01,0,2026-01-29,91,unknown,User01|unknown|S0096,s2,normal,test,1,2026-01-29 18:22:25,2026-01-30 06:22:30,14403
v1.0,v1.0_personalization,User01,0,2026-01-30,92,unknown,User01|unknown|S0097,s2,normal,test,1,2026-01-30 18:25:39,2026-01-31 07:25:45,15603
v1.0,v1.0_personalization,User01,0,2026-01-31,93,unknown,User01|unknown|S0098,s2,normal,test,1,2026-01-31 18:38:53,2026-02-01 08:39:00,16804
v1.0,v1.0_personalization,User01,0,2026-02-02,94,unknown,User01|unknown|S0099,s2,normal,test,1,2026-02-02 18:08:33,2026-02-03 06:39:36,15022
v1.0,v1.0_personalization,User01,0,2026-02-03,95,unknown,User01|unknown|S0100,s2,normal,test,1,2026-02-03 17:53:05,2026-02-04 06:53:08,15602
v1.0,v1.0_personalization,User01,0,2026-02-04,96,unknown,User01|unknown|S0101,s2,normal,test,1,2026-02-04 18:20:05,2026-02-05 06:50:09,15002
v1.0,v1.0_personalization,User01,0,2026-02-05,97,unknown,User01|unknown|S0102,s2,normal,test,1,2026-02-05 18:22:21,2026-02-06 06:52:19,15001
v1.0,v1.0_personalization,User01,0,2026-02-06,98,unknown,User01|unknown|S0103,s2,normal,test,1,2026-02-06 18:03:23,2026-02-07 08:03:28,16803
v1.0,v1.0_personalization,User01,0,2026-02-07,99,unknown,User01|unknown|S0104,s2,normal,test,1,2026-02-07 18:08:00,2026-02-08 08:38:03,17402
v1.0,v1.0_personalization,User01,0,2026-02-08,100,unknown,User01|unknown|S0105,s2,normal,test,1,2026-02-08 18:11:58,2026-02-09 06:12:04,14403
v1.0,v1.0_personalization,User01,0,2026-02-10,101,unknown,User01|unknown|S0106,s2,normal,test,1,2026-02-10 18:24:19,2026-02-11 06:24:26,14352
v1.0,v1.0_personalization,User01,0,2026-02-11,102,unknown,User01|unknown|S0107,s2,normal,test,1,2026-02-11 18:13:57,2026-02-12 06:14:03,14403
v1.0,v1.0_personalization,User01,0,2026-02-12,103,unknown,User01|unknown|S0108,s2,normal,test,1,2026-02-12 17:48:25,2026-02-13 06:48:33,15574
v1.0,v1.0_personalization,User01,0,2026-02-13,104,unknown,User01|unknown|S0109,s2,normal,test,1,2026-02-13 18:11:52,2026-02-14 08:12:07,16806
v1.0,v1.0_personalization,User01,0,2026-02-14,105,unknown,User01|unknown|S0110,s2,normal,test,1,2026-02-14 20:18:22,2026-02-15 07:18:21,13201
v1.0,v1.0_personalization,User01,0,2026-02-15,106,unknown,User01|unknown|S0111,s2,normal,test,1,2026-02-15 20:18:07,2026-02-16 08:18:14,14404
v1.0,v1.0_personalization,User01,0,2026-02-16,107,unknown,User01|unknown|S0112,s2,normal,test,1,2026-02-16 18:25:07,2026-02-17 05:25:08,13202
v1.0,v1.0_personalization,User01,0,2026-02-17,108,unknown,User01|unknown|S0113,s2,normal,test,1,2026-02-17 15:18:38,2026-02-17 16:48:34,1800
v1.0,v1.0_personalization,User01,0,2026-02-17,108,unknown,User01|unknown|S0114,s2,normal,test,1,2026-02-17 18:30:12,2026-02-18 07:00:20,14983
v1.0,v1.0_personalization,User01,0,2026-02-18,109,unknown,User01|unknown|S0115,s2,normal,test,1,2026-02-18 18:42:28,2026-02-19 06:12:37,13804
v1.0,v1.0_personalization,User01,0,2026-02-19,110,unknown,User01|unknown|S0116,s2,normal,test,1,2026-02-19 18:21:50,2026-02-20 06:21:50,14402
v1.0,v1.0_personalization,User01,0,2026-02-20,111,unknown,User01|unknown|S0117,s2,normal,test,1,2026-02-20 18:30:36,2026-02-21 07:30:43,15604
v1.0,v1.0_personalization,User01,0,2026-02-21,112,unknown,User01|unknown|S0118,s2,normal,test,1,2026-02-21 18:35:23,2026-02-22 10:35:32,19204
v1.0,v1.0_personalization,User01,0,2026-02-22,113,unknown,User01|unknown|S0119,s2,normal,test,1,2026-02-22 18:03:04,2026-02-23 07:33:10,16204
v1.0,v1.0_personalization,User01,0,2026-02-23,114,unknown,User01|unknown|S0120,s2,normal,test,1,2026-02-23 18:46:32,2026-02-24 06:46:37,14403
v1.0,v1.0_personalization,User01,0,2026-02-24,115,unknown,User01|unknown|S0121,s2,normal,test,1,2026-02-24 20:54:23,2026-02-25 06:26:59,9868
v1.0,v1.0_personalization,User01,0,2026-02-25,116,unknown,User01|unknown|S0122,s2,normal,test,1,2026-02-25 18:27:05,2026-02-26 06:27:19,14405
v1.0,v1.0_personalization,User01,0,2026-02-26,117,unknown,User01|unknown|S0123,s2,normal,test,1,2026-02-26 18:41:00,2026-02-27 07:11:06,15003
v1.0,v1.0_personalization,User01,0,2026-02-27,118,unknown,User01|unknown|S0124,s2,normal,test,1,2026-02-27 19:46:02,2026-02-28 08:16:11,14952
v1.0,v1.0_personalization,User01,0,2026-02-28,119,unknown,User01|unknown|S0125,s2,normal,test,1,2026-02-28 18:53:21,2026-03-01 07:23:28,15004
v1.0,v1.0_personalization,User01,0,2026-03-01,120,unknown,User01|unknown|S0126,s2,normal,test,1,2026-03-01 18:37:06,2026-03-02 08:37:11,16781
v1.0,v1.0_personalization,User01,0,2026-03-02,121,unknown,User01|unknown|S0127,s2,normal,test,1,2026-03-02 18:17:05,2026-03-03 06:47:08,15003
v1.0,v1.0_personalization,User01,0,2026-03-03,122,unknown,User01|unknown|S0128,s2,normal,test,1,2026-03-03 18:33:02,2026-03-04 06:03:09,13804
v1.0,v1.0_personalization,User01,0,2026-03-04,123,unknown,User01|unknown|S0129,s2,normal,test,1,2026-03-04 19:09:39,2026-03-05 06:39:41,13802
v1.0,v1.0_personalization,User01,0,2026-03-05,124,unknown,User01|unknown|S0130,s2,normal,test,1,2026-03-05 21:11:02,2026-03-06 06:10:59,10801
v1.0,v1.0_personalization,User01,0,2026-03-06,125,unknown,User01|unknown|S0131,s2,normal,test,1,2026-03-06 18:45:49,2026-03-07 07:46:03,15605
v1.0,v1.0_personalization,User01,0,2026-03-07,126,unknown,User01|unknown|S0132,s2,normal,test,1,2026-03-07 19:00:57,2026-03-08 07:31:05,15004
v1.0,v1.0_personalization,User01,0,2026-03-08,127,unknown,User01|unknown|S0133,s2,normal,test,1,2026-03-08 18:24:29,2026-03-09 06:54:30,15002
v1.0,v1.0_personalization,User01,0,2026-03-09,128,unknown,User01|unknown|S0134,s2,normal,test,1,2026-03-09 18:21:14,2026-03-10 06:51:16,15003
v1.0,v1.0_personalization,User01,0,2026-03-10,129,unknown,User01|unknown|S0135,s2,normal,test,1,2026-03-10 18:53:41,2026-03-11 06:53:53,14312
v1.0,v1.0_personalization,User01,0,2026-03-11,130,unknown,User01|unknown|S0136,s2,normal,test,1,2026-03-11 18:35:39,2026-03-12 07:36:33,15578
v1.0,v1.0_personalization,User01,0,2026-03-12,131,unknown,User01|unknown|S0137,s2,normal,test,1,2026-03-12 18:14:41,2026-03-13 06:44:49,15004
v1.0,v1.0_personalization,User01,0,2026-03-13,132,unknown,User01|unknown|S0138,s2,normal,test,1,2026-03-13 18:41:12,2026-03-14 07:41:12,15602
v1.0,v1.0_personalization,User01,0,2026-03-14,133,unknown,User01|unknown|S0139,s2,normal,test,1,2026-03-14 19:16:44,2026-03-15 07:16:50,14403
v1.0,v1.0_personalization,User01,0,2026-03-15,134,unknown,User01|unknown|S0140,s2,normal,test,1,2026-03-15 18:14:27,2026-03-16 06:44:30,15003
v1.0,v1.0_personalization,User01,0,2026-03-16,135,unknown,User01|unknown|S0141,s2,normal,test,1,2026-03-16 18:27:30,2026-03-17 06:27:36,14403
v1.0,v1.0_personalization,User01,0,2026-03-17,136,unknown,User01|unknown|S0142,s2,normal,test,1,2026-03-17 18:34:08,2026-03-18 06:34:15,14361
v1.0,v1.0_personalization,User01,0,2026-03-18,137,unknown,User01|unknown|S0143,s2,normal,test,1,2026-03-18 18:31:04,2026-03-19 06:31:07,14402
v1.0,v1.0_personalization,User01,0,2026-03-19,138,unknown,User01|unknown|S0144,s2,normal,test,1,2026-03-19 20:22:05,2026-03-20 06:52:09,12603
v1.0,v1.0_personalization,User01,0,2026-03-20,139,unknown,User01|unknown|S0145,s2,normal,test,1,2026-03-20 18:44:44,2026-03-21 07:44:55,15605
v1.0,v1.0_personalization,User01,0,2026-03-21,140,unknown,User01|unknown|S0146,s2,normal,test,1,2026-03-21 18:43:31,2026-03-22 07:43:37,15604
v1.0,v1.0_personalization,User01,0,2026-03-22,141,unknown,User01|unknown|S0147,s2,normal,test,1,2026-03-22 20:14:15,2026-03-23 06:44:21,12603
v1.0,v1.0_personalization,User01,0,2026-03-23,142,unknown,User01|unknown|S0148,s2,normal,test,1,2026-03-23 19:52:28,2026-03-24 07:22:33,13803
v1.0,v1.0_personalization,User01,0,2026-03-24,143,unknown,User01|unknown|S0149,s2,normal,test,1,2026-03-24 19:38:56,2026-03-25 06:39:01,13203
v1.0,v1.0_personalization,User01,0,2026-03-25,144,unknown,User01|unknown|S0150,s2,normal,test,1,2026-03-25 19:14:18,2026-03-26 06:14:23,13203
v1.0,v1.0_personalization,User01,0,2026-03-26,145,unknown,User01|unknown|S0151,s2,normal,test,1,2026-03-26 18:57:07,2026-03-27 05:57:13,13203
v1.0,v1.0_personalization,User01,0,2026-03-27,146,unknown,User01|unknown|S0152,s2,normal,test,1,2026-03-27 18:28:14,2026-03-28 06:58:15,15002
v1.0,v1.0_personalization,User01,0,2026-03-28,147,unknown,User01|unknown|S0153,s2,normal,test,1,2026-03-28 19:14:36,2026-03-29 06:44:40,13802
v1.0,v1.0_personalization,User01,0,2026-03-29,148,unknown,User01|unknown|S0154,s2,normal,test,1,2026-03-29 19:49:43,2026-03-30 06:49:45,13203
v1.0,v1.0_personalization,User01,0,2026-03-30,149,unknown,User01|unknown|S0155,s2,normal,test,1,2026-03-30 18:43:26,2026-03-31 06:13:29,13803
v1.0,v1.0_personalization,User01,0,2026-03-31,150,unknown,User01|unknown|S0156,s2,normal,test,1,2026-03-31 19:35:32,2026-04-01 06:35:37,13167
v1.0,v1.0_personalization,User01,0,2026-04-01,151,unknown,User01|unknown|S0157,s2,normal,test,1,2026-04-01 19:10:38,2026-04-02 06:40:38,13802
v1.0,v1.0_personalization,User01,1,2025-08-25,1,unknown,User01|unknown|S0001,s1,normal,adaptation,0,2025-08-25 22:21:51,2025-08-26 04:24:30,10764
v1.0,v1.0_personalization,User01,1,2025-08-26,2,unknown,User01|unknown|S0002,s1,normal,buffer,0,2025-08-26 21:10:16,2025-08-27 01:56:55,8496
v1.0,v1.0_personalization,User01,1,2025-08-28,3,unknown,User01|unknown|S0003,s1,normal,test,0,2025-08-28 22:13:40,2025-08-29 04:21:57,10926
v1.0,v1.0_personalization,User01,1,2025-08-29,4,unknown,User01|unknown|S0004,s1,normal,test,0,2025-08-29 21:41:46,2025-08-30 02:11:44,8009
v1.0,v1.0_personalization,User01,1,2025-08-30,5,unknown,User01|unknown|S0005,s1,normal,test,0,2025-08-30 21:10:47,2025-08-31 02:40:05,9773
v1.0,v1.0_personalization,User01,1,2025-08-31,6,unknown,User01|unknown|S0006,s1,normal,test,0,2025-08-31 21:15:00,2025-09-01 01:54:16,8276
v1.0,v1.0_personalization,User01,1,2025-11-05,7,unknown,User01|unknown|S0007,s1,normal,test,0,2025-11-05 19:23:17,2025-11-06 07:06:23,14033
v1.0,v1.0_personalization,User01,1,2025-11-06,8,unknown,User01|unknown|S0008,s1,normal,test,0,2025-11-06 18:17:20,2025-11-07 06:08:26,14275
v1.0,v1.0_personalization,User01,1,2025-11-07,9,unknown,User01|unknown|S0009,s1,normal,test,0,2025-11-07 18:47:34,2025-11-08 06:48:12,14069
v1.0,v1.0_personalization,User01,1,2025-11-08,10,unknown,User01|unknown|S0010,s1,normal,test,0,2025-11-08 18:32:44,2025-11-09 07:01:19,14378
